"AGE";"EC_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"UNIT_MEASURE";"CONF_STATUS";"DECIMALS";"OBS_STATUS";"OBS_STATUS_FR";"UNIT_MULT";"TIME_PERIOD";"OBS_VALUE"
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1992;26
"Y25T34";"FERIND";"A";"31";"DEP";"PT";"F";"0";"A";"D";"0";2018;102
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1993;23
"Y25T34";"FERIND";"A";"31";"DEP";"PT";"F";"0";"A";"D";"0";2019;99
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1992;37
"Y25T34";"FERIND";"A";"31";"DEP";"PT";"F";"0";"A";"D";"0";2020;97
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1993;32
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1994;22
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1992;51
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1992;39
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1992;42
"Y25T34";"FERIND";"A";"51";"DEP";"PT";"F";"0";"A";"D";"0";2018;115
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1994;30
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1993;47
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1992;52
"Y25T34";"FERIND";"A";"51";"DEP";"PT";"F";"0";"A";"D";"0";2019;114
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1995;20
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1992;40
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1993;38
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1993;34
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1993;48
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1992;32
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1994;44
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1996;20
"Y25T34";"FERIND";"A";"51";"DEP";"PT";"F";"0";"A";"D";"0";2020;109
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1995;29
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1994;32
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1994;38
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1993;37
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1993;28
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1994;48
"Y25T34";"FERIND";"A";"61";"DEP";"PT";"F";"0";"A";"D";"0";2018;126
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1995;44
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1995;47
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1997;19
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1994;33
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1996;28
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1995;36
"Y25T34";"FERIND";"A";"61";"DEP";"PT";"F";"0";"A";"D";"0";2019;119
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1995;28
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1994;29
"Y25T34";"FERIND";"A";"61";"DEP";"PT";"F";"0";"A";"D";"0";2020;120
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1995;32
"Y15T24";"FERIND";"A";"35";"DEP";"PT";"F";"0";"A";"D";"0";1998;19
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1997;27
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1995;29
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1996;35
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1996;46
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1996;27
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1997;49
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1997;44
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1998;27
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1997;32
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1996;29
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1996;30
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1997;25
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";1999;27
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1998;44
"Y25T34";"FERIND";"A";"71";"DEP";"PT";"F";"0";"A";"D";"0";2018;124
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1998;38
"Y25T34";"FERIND";"A";"71";"DEP";"PT";"F";"0";"A";"D";"0";2019;124
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1997;28
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2001;30
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1998;46
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1997;31
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1998;26
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";1999;45
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1998;28
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";1999;36
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2002;27
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";1999;48
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";1999;29
"Y25T34";"FERIND";"A";"71";"DEP";"PT";"F";"0";"A";"D";"0";2020;121
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";1999;31
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2003;26
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2000;43
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2000;50
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2000;34
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2000;45
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1998;30
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2004;27
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2001;47
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";1999;33
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2000;32
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2001;52
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2001;32
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2001;40
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2002;45
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2000;35
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2005;29
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2002;47
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2003;43
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2002;32
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2001;30
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2002;37
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2001;35
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2006;29
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2003;47
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2002;31
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2003;35
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2003;31
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2002;36
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2004;36
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2003;28
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2005;44
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2004;30
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2003;34
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2006;42
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2007;27
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2004;46
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2004;32
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2005;43
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2004;33
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2006;39
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2005;32
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2007;43
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2005;29
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2006;47
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2006;34
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2005;33
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2007;41
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2006;30
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2009;28
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2008;47
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2007;46
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2008;41
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2007;37
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2006;33
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2007;33
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2010;28
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2009;47
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2008;44
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2008;29
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2009;39
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2008;34
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2007;33
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2010;42
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2011;26
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2009;37
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2010;46
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2009;40
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2009;35
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2011;41
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2011;45
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2010;35
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2010;31
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2012;25
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2008;33
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2010;47
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2011;34
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2012;44
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2012;41
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2009;32
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2011;37
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2013;24
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2011;43
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2010;33
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2012;45
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2013;37
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2013;41
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2012;32
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2012;35
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2014;24
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2011;31
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2015;24
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2014;38
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2013;40
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2013;33
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2014;40
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2013;34
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2015;37
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2016;22
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2014;33
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2012;31
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2015;37
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2014;33
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2014;39
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2016;37
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2017;22
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2013;30
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2016;33
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2018;20
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2015;42
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2015;28
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2015;27
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2017;30
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2014;28
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2017;34
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2016;38
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2019;20
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2016;29
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2016;25
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2017;39
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"A";"D";"0";2018;31
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2015;28
"Y15T24";"FERIND";"A";"06";"DEP";"PT";"F";"0";"A";"D";"0";2020;18
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2018;34
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2017;25
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2016;27
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2018;36
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2018;29
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2019;32
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2018;24
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2019;32
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2017;25
"Y15T24";"FERIND";"A";"27";"DEP";"PT";"F";"0";"A";"D";"0";2020;32
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2019;25
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2019;23
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"A";"D";"0";2020;33
"Y15T24";"FERIND";"A";"85";"DEP";"PT";"F";"0";"A";"D";"0";2020;22
"Y15T24";"FERIND";"A";"95";"DEP";"PT";"F";"0";"A";"D";"0";2019;24
"Y15T24";"FERIND";"A";"65";"DEP";"PT";"F";"0";"A";"D";"0";2020;23
"Y25T34";"FERIND";"A";"41";"DEP";"PT";"F";"0";"A";"D";"0";2012;141
"Y15T24";"FERIND";"A";"16";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;29
"_T";"FERIND";"A";"13";"DEP";"PT";"F";"0";"A";"D";"0";2006;196
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";1998;160
"Y15T24";"FERIND";"A";"72";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;24
"Y15T24";"FERIND";"A";"40";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;17
"Y25T34";"FERIND";"A";"71";"DEP";"PT";"F";"0";"A";"D";"0";2002;123
"Y15T24";"FERIND";"A";"07";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;21
"Y15T24";"FERIND";"A";"70";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;25
"Y15T24";"FERIND";"A";"11";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;25
"Y15T24";"FERIND";"A";"10";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;24
"Y15T24";"FERIND";"A";"71";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;24
"Y15T24";"FERIND";"A";"68";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;21
"Y15T24";"FERIND";"A";"75";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;6
"Y15T24";"FERIND";"A";"15";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;20
"Y15T24";"FERIND";"A";"73";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;15
"Y15T24";"FERIND";"A";"44";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;16
"_T";"FERIND";"A";"03";"DEP";"PT";"F";"0";"A";"D";"0";2004;181
"Y35T48";"FERIND";"A";"53";"REG";"PT";"F";"0";"A";"D";"0";1998;25
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";1998;176
"Y15T24";"FERIND";"A";"41";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;28
"Y15T24";"FERIND";"A";"42";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;20
"Y15T24";"FERIND";"A";"28";"DEP";"PT";"F";"0";"A";"D";"0";2016;32
"Y15T24";"FERIND";"A";"36";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;29
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";1999;182
"_T";"FERIND";"A";"32";"DEP";"PT";"F";"0";"A";"D";"0";1998;159
"Y15T24";"FERIND";"A";"39";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;20
"_T";"FERIND";"A";"13";"DEP";"PT";"F";"0";"A";"D";"0";2007;195
"Y15T24";"FERIND";"A";"37";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;15
"Y15T24";"FERIND";"A";"43";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;16
"Y15T24";"FERIND";"A";"38";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;15
"Y15T24";"FERIND";"A";"45";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;22
"Y35T48";"FERIND";"A";"53";"REG";"PT";"F";"0";"A";"D";"0";1999;26
"_T";"FERIND";"A";"03";"DEP";"PT";"F";"0";"A";"D";"0";2005;184
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";2000;177
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";2000;191
"Y15T24";"FERIND";"A";"28";"DEP";"PT";"F";"0";"A";"D";"0";2017;30
"_T";"FERIND";"A";"03";"DEP";"PT";"F";"0";"A";"D";"0";2006;193
"_T";"FERIND";"A";"13";"DEP";"PT";"F";"0";"A";"D";"0";2009;202
"Y25T34";"FERIND";"A";"81";"DEP";"PT";"F";"0";"A";"D";"0";1997;115
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";2001;173
"_T";"FERIND";"A";"32";"DEP";"PT";"F";"0";"A";"D";"0";2000;173
"Y25T34";"FERIND";"A";"41";"DEP";"PT";"F";"0";"A";"D";"0";2017;125
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";2002;172
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";2001;190
"_T";"FERIND";"A";"03";"DEP";"PT";"F";"0";"A";"D";"0";2007;184
"_T";"FERIND";"A";"13";"DEP";"PT";"F";"0";"A";"D";"0";2010;209
"Y35T48";"FERIND";"A";"53";"REG";"PT";"F";"0";"A";"D";"0";2001;29
"Y25T34";"FERIND";"A";"50";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;107
"_T";"FERIND";"A";"32";"DEP";"PT";"F";"0";"A";"D";"0";2002;169
"Y25T34";"FERIND";"A";"71";"DEP";"PT";"F";"0";"A";"D";"0";2006;135
"Y25T34";"FERIND";"A";"49";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;111
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";2002;190
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";2003;176
"Y35T48";"FERIND";"A";"53";"REG";"PT";"F";"0";"A";"D";"0";2002;30
"_T";"FERIND";"A";"03";"DEP";"PT";"F";"0";"A";"D";"0";2009;192
"_T";"FERIND";"A";"32";"DEP";"PT";"F";"0";"A";"D";"0";2003;183
"Y15T24";"FERIND";"A";"28";"DEP";"PT";"F";"0";"A";"D";"0";2020;27
"_T";"FERIND";"A";"72";"DEP";"PT";"F";"0";"A";"D";"0";1997;180
"Y25T34";"FERIND";"A";"46";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;100
"Y25T34";"FERIND";"A";"43";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;112
"Y25T34";"FERIND";"A";"45";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;117
"_T";"FERIND";"A";"52";"DEP";"PT";"F";"0";"A";"D";"0";1997;190
"Y25T34";"FERIND";"A";"47";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;100
"_T";"FERIND";"A";"62";"DEP";"PT";"F";"0";"A";"D";"0";1997;190
"Y35T48";"FERIND";"A";"53";"REG";"PT";"F";"0";"A";"D";"0";2003;31
"Y25T34";"FERIND";"A";"42";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;114
"Y25T34";"FERIND";"A";"44";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;97
"_T";"FERIND";"A";"24";"DEP";"PT";"F";"0";"A";"D";"0";2004;183
"Y25T34";"FERIND";"A";"51";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;100
"_T";"FERIND";"A";"72";"DEP";"PT";"F";"0";"A";"D";"0";1998;183
"_T";"FERIND";"A";"52";"DEP";"PT";"F";"0";"A";"D";"0";1998;187
"_T";"FERIND";"A";"42";"DEP";"PT";"F";"0";"A";"D";"0";2004;197
"_T";"FERIND";"A";"13";"DEP";"PT";"F";"0";"A";"D";"0";2012;209
"_T";"FERIND";"A";"62";"DEP";"PT";"F";"0";"A";"D";"0";1998;197
"Y15T24";"FERIND";"A";"55";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;27
"Y25T34";"FERIND";"A";"48";"DEP";"PT";"F";"0";"P";"PROV";"0";2024;93
